050	05/09/2014 00:00	0000000824	0000000000	0000000368	0000000000	0000000000	0000000000	00000000	
051	05/09/2014 00:15	0000000820	0000000000	0000000360	0000000000	0000000000	0000000000	00000000	
052	05/09/2014 00:30	0000000828	0000000000	0000000344	0000000000	0000000000	0000000000	00000000	
053	05/09/2014 00:45	0000000828	0000000000	0000000348	0000000000	0000000000	0000000000	00000000	
054	05/09/2014 01:00	0000000828	0000000000	0000000352	0000000000	0000000000	0000000000	00000000	
055	05/09/2014 01:15	0000000824	0000000000	0000000348	0000000000	0000000000	0000000000	00000000	
052	05/09/2014 00:30	0000000828	0000000000	0000000344	0000000000	0000000000	0000000000	00000000	
053	05/09/2014 00:45	0000000828	0000000000	0000000348	0000000000	0000000000	0000000000	00000000	
054	05/09/2014 01:00	0000000828	0000000000	0000000352	0000000000	0000000000	0000000000	00000000	
055	05/09/2014 01:15	0000000824	0000000000	0000000348	0000000000	0000000000	0000000000	00000000	
056	05/09/2014 01:30	0000000824	0000000000	0000000364	0000000000	0000000000	0000000000	00000000	
057	05/09/2014 01:45	0000000820	0000000000	0000000368	0000000000	0000000000	0000000000	00000000	
058	05/09/2014 02:00	0000000820	0000000000	0000000376	0000000000	0000000000	0000000000	00000000	
059	05/09/2014 02:15	0000000816	0000000000	0000000364	0000000000	0000000000	0000000000	00000000	
0510	05/09/2014 02:30	0000000768	0000000000	0000000384	0000000000	0000000000	0000000000	00000000	
0511	05/09/2014 02:45	0000000732	0000000000	0000000368	0000000000	0000000000	0000000000	00000000	
0512	05/09/2014 03:00	0000000732	0000000000	0000000332	0000000000	0000000000	0000000000	00000000	
0513	05/09/2014 03:15	0000000728	0000000000	0000000336	0000000000	0000000000	0000000000	00000000	
0514	05/09/2014 03:30	0000000732	0000000000	0000000348	0000000000	0000000000	0000000000	00000000	
0515	05/09/2014 03:45	0000000732	0000000000	0000000344	0000000000	0000000000	0000000000	00000000	
0516	05/09/2014 04:00	0000000732	0000000000	0000000340	0000000000	0000000000	0000000000	00000000	
0517	05/09/2014 04:15	0000000728	0000000000	0000000340	0000000000	0000000000	0000000000	00000000	
0518	05/09/2014 04:30	0000000732	0000000000	0000000352	0000000000	0000000000	0000000000	00000000	
0519	05/09/2014 04:45	0000000728	0000000000	0000000340	0000000000	0000000000	0000000000	00000000	
0520	05/09/2014 05:00	0000000732	0000000000	0000000352	0000000000	0000000000	0000000000	00000000	
0521	05/09/2014 05:15	0000000692	0000000000	0000000220	0000000000	0000000000	0000000000	00000000	
0522	05/09/2014 05:30	0000000648	0000000000	0000000116	0000000000	0000000000	0000000000	00000000	
0523	05/09/2014 05:45	0000000636	0000000000	0000000136	0000000000	0000000000	0000000000	00000000	
0524	05/09/2014 06:00	0000000648	0000000000	0000000156	0000000000	0000000000	0000000000	00000000	
0525	05/09/2014 06:15	0000000644	0000000000	0000000136	0000000000	0000000000	0000000000	00000000	
0526	05/09/2014 06:30	0000000676	0000000000	0000000128	0000000000	0000000000	0000000000	00000000	
0527	05/09/2014 06:45	0000000668	0000000000	0000000124	0000000000	0000000000	0000000000	00000000	
0528	05/09/2014 07:00	0000000676	0000000000	0000000124	0000000000	0000000000	0000000000	00000000	
0525	05/09/2014 06:15	0000000644	0000000000	0000000136	0000000000	0000000000	0000000000	00000000	
0526	05/09/2014 06:30	0000000676	0000000000	0000000128	0000000000	0000000000	0000000000	00000000	
0527	05/09/2014 06:45	0000000668	0000000000	0000000124	0000000000	0000000000	0000000000	00000000	
0528	05/09/2014 07:00	0000000676	0000000000	0000000124	0000000000	0000000000	0000000000	00000000	
0529	05/09/2014 07:15	0000000664	0000000000	0000000112	0000000000	0000000000	0000000000	00000000	
0530	05/09/2014 07:30	0000000672	0000000000	0000000148	0000000000	0000000000	0000000000	00000000	
0531	05/09/2014 07:45	0000000668	0000000000	0000000124	0000000000	0000000000	0000000000	00000000	
0532	05/09/2014 08:00	0000000668	0000000000	0000000136	0000000000	0000000000	0000000000	00000000	
