080	08/01/2014 00:00	0000001105	0000000000	0000000167	0000000000	0000000000	0000000000	00000000	
084	08/01/2014 01:00	0000000721	0000000000	0000000136	0000000000	0000000000	0000000000	00000100	
088	08/01/2014 02:00	0000000654	0000000000	0000000145	0000000000	0000000000	0000000000	00000000	
0812	08/01/2014 03:00	0000000655	0000000000	0000000150	0000000000	0000000000	0000000000	00000000	
0816	08/01/2014 04:00	0000000655	0000000000	0000000154	0000000000	0000000000	0000000000	00000000	
0820	08/01/2014 05:00	0000000655	0000000000	0000000152	0000000000	0000000000	0000000000	00000000	
0824	08/01/2014 06:00	0000000658	0000000000	0000000156	0000000000	0000000000	0000000000	00000000	
0828	08/01/2014 07:00	0000000762	0000000000	0000000278	0000000000	0000000000	0000000000	00000000	
0832	08/01/2014 08:00	0000000815	0000000000	0000000368	0000000000	0000000000	0000000000	00000000	
0836	08/01/2014 09:00	0000000813	0000000000	0000000370	0000000000	0000000000	0000000000	00000000	
0840	08/01/2014 10:00	0000000849	0000000000	0000000372	0000000000	0000000000	0000000000	00000000	
0844	08/01/2014 11:00	0000000702	0000000000	0000000124	0000000000	0000000000	0000000000	00000000	
0848	08/01/2014 12:00	0000000714	0000000000	0000000146	0000000000	0000000000	0000000000	00000000	
0852	08/01/2014 13:00	0000000718	0000000000	0000000157	0000000000	0000000000	0000000000	00000000	
0856	08/01/2014 14:00	0000000989	0000000000	0000000204	0000000000	0000000000	0000000000	00000000	
0860	08/01/2014 15:00	0000001143	0000000000	0000000217	0000000000	0000000000	0000000000	00000000	
0864	08/01/2014 16:00	0000001146	0000000000	0000000204	0000000000	0000000000	0000000000	00000000	
0868	08/01/2014 17:00	0000000971	0000000000	0000000162	0000000000	0000000000	0000000000	00000000	
0872	08/01/2014 18:00	0000001137	0000000000	0000000188	0000000000	0000000000	0000000000	00000000	
0876	08/01/2014 19:00	0000000712	0000000000	0000000150	0000000000	0000000000	0000000000	00000000	
0880	08/01/2014 20:00	0000000710	0000000000	0000000147	0000000000	0000000000	0000000000	00000000	
0884	08/01/2014 21:00	0000000716	0000000000	0000000157	0000000000	0000000000	0000000000	00000000	
0888	08/01/2014 22:00	0000000812	0000000000	0000000375	0000000000	0000000000	0000000000	00000000	
0892	08/01/2014 23:00	0000000793	0000000000	0000000376	0000000000	0000000000	0000000000	00000000	
