090	09/01/2014 00:00	0000000783	0000000000	0000000345	0000000000	0000000000	0000000000	00000000	
094	09/01/2014 01:00	0000000774	0000000000	0000000320	0000000000	0000000000	0000000000	00000100	
098	09/01/2014 02:00	0000000716	0000000000	0000000221	0000000000	0000000000	0000000000	00000000	
0912	09/01/2014 03:00	0000000663	0000000000	0000000119	0000000000	0000000000	0000000000	00000000	
0916	09/01/2014 04:00	0000000664	0000000000	0000000126	0000000000	0000000000	0000000000	00000000	
0920	09/01/2014 05:00	0000000664	0000000000	0000000127	0000000000	0000000000	0000000000	00000000	
0924	09/01/2014 06:00	0000000667	0000000000	0000000125	0000000000	0000000000	0000000000	00000000	
0928	09/01/2014 07:00	0000001119	0000000000	0000000336	0000000000	0000000000	0000000000	00000000	
0932	09/01/2014 08:00	0000001755	0000000000	0000000529	0000000000	0000000000	0000000000	00000000	
0936	09/01/2014 09:00	0000000895	0000000000	0000000357	0000000000	0000000000	0000000000	00000000	
0940	09/01/2014 10:00	0000000829	0000000000	0000000365	0000000000	0000000000	0000000000	00000000	
0944	09/01/2014 11:00	0000000701	0000000000	0000000133	0000000000	0000000000	0000000000	00000000	
0948	09/01/2014 12:00	0000000702	0000000000	0000000138	0000000000	0000000000	0000000000	00000000	
0952	09/01/2014 13:00	0000000706	0000000000	0000000127	0000000000	0000000000	0000000000	00000000	
0956	09/01/2014 14:00	0000001050	0000000000	0000000212	0000000000	0000000000	0000000000	00000000	
0960	09/01/2014 15:00	0000001144	0000000000	0000000247	0000000000	0000000000	0000000000	00000000	
0964	09/01/2014 16:00	0000001143	0000000000	0000000230	0000000000	0000000000	0000000000	00000000	
0968	09/01/2014 17:00	0000001141	0000000000	0000000206	0000000000	0000000000	0000000000	00000000	
0972	09/01/2014 18:00	0000001149	0000000000	0000000199	0000000000	0000000000	0000000000	00000000	
0976	09/01/2014 19:00	0000000721	0000000000	0000000143	0000000000	0000000000	0000000000	00000000	
0980	09/01/2014 20:00	0000000688	0000000000	0000000151	0000000000	0000000000	0000000000	00000000	
0984	09/01/2014 21:00	0000000681	0000000000	0000000164	0000000000	0000000000	0000000000	00000000	
0988	09/01/2014 22:00	0000001020	0000000000	0000000224	0000000000	0000000000	0000000000	00000000	
0992	09/01/2014 23:00	0000001109	0000000000	0000000185	0000000000	0000000000	0000000000	00000000	
