160	16/04/2012 00:00	0000000016	0000000000	0000000004	0000000000	0000000000	0000000004	00000000	
161	16/04/2012 00:15	0000000012	0000000000	0000000000	0000000000	0000000000	0000000004	00000000	
162	16/04/2012 00:30	0000000012	0000000000	0000000000	0000000000	0000000000	0000000000	00000000	
163	16/04/2012 00:45	0000000016	0000000000	0000000004	0000000000	0000000000	0000000004	00000000	
164	16/04/2012 01:00	0000000012	0000000000	0000000000	0000000000	0000000000	0000000000	00000000	
165	16/04/2012 01:15	0000000012	0000000000	0000000004	0000000000	0000000000	0000000004	00000000	
166	16/04/2012 01:30	0000000020	0000000000	0000000000	0000000000	0000000000	0000000004	00000000	
167	16/04/2012 01:45	0000000008	0000000000	0000000000	0000000000	0000000000	0000000000	00000000	
168	16/04/2012 02:00	0000000016	0000000000	0000000004	0000000000	0000000000	0000000004	00000000	
169	16/04/2012 02:15	0000000016	0000000000	0000000000	0000000000	0000000000	0000000004	00000000	
1610	16/04/2012 02:30	0000000008	0000000000	0000000000	0000000000	0000000000	0000000000	00000000	
1611	16/04/2012 02:45	0000000024	0000000000	0000000004	0000000000	0000000000	0000000012	00000000	
1612	16/04/2012 03:00	0000000020	0000000000	0000000000	0000000000	0000000000	0000000008	00000000	
1613	16/04/2012 03:15	0000000012	0000000000	0000000000	0000000000	0000000000	0000000004	00000000	
1614	16/04/2012 03:30	0000000012	0000000000	0000000004	0000000000	0000000000	0000000000	00000000	
1615	16/04/2012 03:45	0000000016	0000000000	0000000000	0000000000	0000000000	0000000008	00000000	
1616	16/04/2012 04:00	0000000012	0000000000	0000000000	0000000000	0000000000	0000000000	00000000	
1617	16/04/2012 04:15	0000000012	0000000000	0000000004	0000000000	0000000000	0000000000	00000000	
1618	16/04/2012 04:30	0000000016	0000000000	0000000000	0000000000	0000000000	0000000004	00000000	
1619	16/04/2012 04:45	0000000012	0000000000	0000000004	0000000000	0000000000	0000000000	00000000	
